pack_id,chapter_id,session_id,turn_count,token_est,too_long_flag,prompt_injection_flag,pii_email,pii_url,pii_phone,pii_api_key,codeblock_flag,llm_readability_score,penalty
689d6d0c-c498-8327-a3cf-44dc6cf02c75::689d6d0c-c498-8327-a3cf-44dc6cf02c75::S2,689d6d0c-c498-8327-a3cf-44dc6cf02c75,689d6d0c-c498-8327-a3cf-44dc6cf02c75::S2,6,222,False,False,False,False,True,False,False,95,5
68f10ab3-6918-8327-8f9d-594874d0bcd2::68f10ab3-6918-8327-8f9d-594874d0bcd2::S17,68f10ab3-6918-8327-8f9d-594874d0bcd2,68f10ab3-6918-8327-8f9d-594874d0bcd2::S17,2,222,False,False,False,False,True,False,False,95,5
68e73e22-4e64-832d-883a-7ba6977867ef::68e73e22-4e64-832d-883a-7ba6977867ef::S1,68e73e22-4e64-832d-883a-7ba6977867ef,68e73e22-4e64-832d-883a-7ba6977867ef::S1,2,227,False,False,False,False,True,False,False,95,5
689854fe-c678-8320-8241-67bf5b566e98::689854fe-c678-8320-8241-67bf5b566e98::S1,689854fe-c678-8320-8241-67bf5b566e98,689854fe-c678-8320-8241-67bf5b566e98::S1,2,233,False,False,False,False,True,False,False,95,5
687541c5-91bc-8013-8e23-81828468d606::687541c5-91bc-8013-8e23-81828468d606::S4,687541c5-91bc-8013-8e23-81828468d606,687541c5-91bc-8013-8e23-81828468d606::S4,2,235,False,False,False,False,True,False,False,95,5
68f26d83-a994-832a-878f-b832868eb860::68f26d83-a994-832a-878f-b832868eb860::S1,68f26d83-a994-832a-878f-b832868eb860,68f26d83-a994-832a-878f-b832868eb860::S1,4,239,False,False,False,False,True,False,False,95,5
68decbdb-9e80-8326-af1d-00bce64daf4b::68decbdb-9e80-8326-af1d-00bce64daf4b::S5,68decbdb-9e80-8326-af1d-00bce64daf4b,68decbdb-9e80-8326-af1d-00bce64daf4b::S5,2,240,False,False,False,False,True,False,False,95,5
68826d7a-8a3c-832f-8ed6-f79178bb8a5a::68826d7a-8a3c-832f-8ed6-f79178bb8a5a::S2,68826d7a-8a3c-832f-8ed6-f79178bb8a5a,68826d7a-8a3c-832f-8ed6-f79178bb8a5a::S2,2,243,False,False,False,False,True,False,False,95,5
68c6dd14-3584-832b-8b38-a0e8a6f9db80::68c6dd14-3584-832b-8b38-a0e8a6f9db80::S1,68c6dd14-3584-832b-8b38-a0e8a6f9db80,68c6dd14-3584-832b-8b38-a0e8a6f9db80::S1,2,247,False,False,False,False,True,False,False,95,5
6879559c-eafc-8013-8d05-ff34ed6c76be::6879559c-eafc-8013-8d05-ff34ed6c76be::S1,6879559c-eafc-8013-8d05-ff34ed6c76be,6879559c-eafc-8013-8d05-ff34ed6c76be::S1,6,251,False,False,False,False,True,False,False,95,5
68ae8894-e9cc-8328-a8cc-b03bfad31263::68ae8894-e9cc-8328-a8cc-b03bfad31263::S2,68ae8894-e9cc-8328-a8cc-b03bfad31263,68ae8894-e9cc-8328-a8cc-b03bfad31263::S2,2,252,False,False,False,False,True,False,False,95,5
69025b80-8468-8323-a7f5-d934ddac6151::69025b80-8468-8323-a7f5-d934ddac6151::S1,69025b80-8468-8323-a7f5-d934ddac6151,69025b80-8468-8323-a7f5-d934ddac6151::S1,4,254,False,False,False,False,True,False,False,95,5
685a38ae-16c8-8013-93d5-bc88f035ce42::685a38ae-16c8-8013-93d5-bc88f035ce42::S18,685a38ae-16c8-8013-93d5-bc88f035ce42,685a38ae-16c8-8013-93d5-bc88f035ce42::S18,3,257,False,False,False,False,True,False,False,95,5
687545bc-9c5c-8013-a958-653114b9d36f::687545bc-9c5c-8013-a958-653114b9d36f::S14,687545bc-9c5c-8013-a958-653114b9d36f,687545bc-9c5c-8013-a958-653114b9d36f::S14,2,262,False,False,False,False,True,False,False,95,5
6896e1cc-2df8-8329-ba49-863896a290be::6896e1cc-2df8-8329-ba49-863896a290be::S1,6896e1cc-2df8-8329-ba49-863896a290be,6896e1cc-2df8-8329-ba49-863896a290be::S1,2,264,False,False,False,False,True,False,False,95,5
68a4bc27-3548-832d-9dd3-199d43f37abb::68a4bc27-3548-832d-9dd3-199d43f37abb::S4,68a4bc27-3548-832d-9dd3-199d43f37abb,68a4bc27-3548-832d-9dd3-199d43f37abb::S4,2,272,False,False,False,False,True,False,False,95,5
68f10ab3-6918-8327-8f9d-594874d0bcd2::68f10ab3-6918-8327-8f9d-594874d0bcd2::S10,68f10ab3-6918-8327-8f9d-594874d0bcd2,68f10ab3-6918-8327-8f9d-594874d0bcd2::S10,2,272,False,False,False,False,True,False,False,95,5
68a29fd4-cecc-8330-82f1-8b7b1c867457::68a29fd4-cecc-8330-82f1-8b7b1c867457::S8,68a29fd4-cecc-8330-82f1-8b7b1c867457,68a29fd4-cecc-8330-82f1-8b7b1c867457::S8,3,277,False,False,False,False,True,False,False,95,5
687545bc-9c5c-8013-a958-653114b9d36f::687545bc-9c5c-8013-a958-653114b9d36f::S21,687545bc-9c5c-8013-a958-653114b9d36f,687545bc-9c5c-8013-a958-653114b9d36f::S21,2,281,False,False,False,False,True,False,False,95,5
686a0328-01ec-8013-84fc-4043dd8ee196::686a0328-01ec-8013-84fc-4043dd8ee196::S1,686a0328-01ec-8013-84fc-4043dd8ee196,686a0328-01ec-8013-84fc-4043dd8ee196::S1,2,294,False,False,False,False,True,False,False,95,5
68b369e9-ced0-832b-8a0f-89cf31ef3738::68b369e9-ced0-832b-8a0f-89cf31ef3738::S6,68b369e9-ced0-832b-8a0f-89cf31ef3738,68b369e9-ced0-832b-8a0f-89cf31ef3738::S6,1,301,False,False,False,False,True,False,False,95,5
68a0641e-761c-832c-a22f-580f9a7ee3c8::68a0641e-761c-832c-a22f-580f9a7ee3c8::S1,68a0641e-761c-832c-a22f-580f9a7ee3c8,68a0641e-761c-832c-a22f-580f9a7ee3c8::S1,2,306,False,False,False,False,True,False,False,95,5
68c6dbeb-cc8c-8323-aa65-70eac77819d5::68c6dbeb-cc8c-8323-aa65-70eac77819d5::S1,68c6dbeb-cc8c-8323-aa65-70eac77819d5,68c6dbeb-cc8c-8323-aa65-70eac77819d5::S1,2,314,False,False,False,False,True,False,False,95,5
68c7d544-62a4-8321-b23b-9085e9cd8db4::68c7d544-62a4-8321-b23b-9085e9cd8db4::S1,68c7d544-62a4-8321-b23b-9085e9cd8db4,68c7d544-62a4-8321-b23b-9085e9cd8db4::S1,4,315,False,False,False,False,True,False,False,95,5
688d067f-e6ec-8323-82e2-1162651670fd::688d067f-e6ec-8323-82e2-1162651670fd::S1,688d067f-e6ec-8323-82e2-1162651670fd,688d067f-e6ec-8323-82e2-1162651670fd::S1,6,330,False,False,False,False,True,False,False,95,5
68bbc500-fb50-8320-a6cd-690b9fbb5cf3::68bbc500-fb50-8320-a6cd-690b9fbb5cf3::S1,68bbc500-fb50-8320-a6cd-690b9fbb5cf3,68bbc500-fb50-8320-a6cd-690b9fbb5cf3::S1,2,331,False,False,False,False,True,False,False,95,5
685a38ae-16c8-8013-93d5-bc88f035ce42::685a38ae-16c8-8013-93d5-bc88f035ce42::S9,685a38ae-16c8-8013-93d5-bc88f035ce42,685a38ae-16c8-8013-93d5-bc88f035ce42::S9,4,332,False,False,False,False,True,False,False,95,5
689ce9a0-cc34-832a-b0ec-463424c95ac7::689ce9a0-cc34-832a-b0ec-463424c95ac7::S1,689ce9a0-cc34-832a-b0ec-463424c95ac7,689ce9a0-cc34-832a-b0ec-463424c95ac7::S1,4,337,False,False,False,False,True,False,False,95,5
68a37015-270c-8333-a172-65b1a08cd563::68a37015-270c-8333-a172-65b1a08cd563::S1,68a37015-270c-8333-a172-65b1a08cd563,68a37015-270c-8333-a172-65b1a08cd563::S1,10,338,False,False,False,False,True,False,False,95,5
687fdb7e-e860-8013-8c23-58bea421f219::687fdb7e-e860-8013-8c23-58bea421f219::S1,687fdb7e-e860-8013-8c23-58bea421f219,687fdb7e-e860-8013-8c23-58bea421f219::S1,2,350,False,False,False,False,True,False,False,95,5
685a38ae-16c8-8013-93d5-bc88f035ce42::685a38ae-16c8-8013-93d5-bc88f035ce42::S6,685a38ae-16c8-8013-93d5-bc88f035ce42,685a38ae-16c8-8013-93d5-bc88f035ce42::S6,2,355,False,False,False,False,True,False,False,95,5
689b9559-5844-8329-92bd-7b8aedfd87c9::689b9559-5844-8329-92bd-7b8aedfd87c9::S1,689b9559-5844-8329-92bd-7b8aedfd87c9,689b9559-5844-8329-92bd-7b8aedfd87c9::S1,3,356,False,False,False,False,True,False,False,95,5
68fe510f-e908-832b-a90e-710d1d64c500::68fe510f-e908-832b-a90e-710d1d64c500::S4,68fe510f-e908-832b-a90e-710d1d64c500,68fe510f-e908-832b-a90e-710d1d64c500::S4,2,357,False,False,False,False,True,False,False,95,5
68850a3f-0218-8322-924f-2fe00ff2a12f::68850a3f-0218-8322-924f-2fe00ff2a12f::S1,68850a3f-0218-8322-924f-2fe00ff2a12f,68850a3f-0218-8322-924f-2fe00ff2a12f::S1,2,370,False,False,False,False,True,False,False,95,5
6883de9d-4764-8328-bdc4-9b05dd473021::6883de9d-4764-8328-bdc4-9b05dd473021::S3,6883de9d-4764-8328-bdc4-9b05dd473021,6883de9d-4764-8328-bdc4-9b05dd473021::S3,4,371,False,False,False,False,True,False,False,95,5
689d6d0c-c498-8327-a3cf-44dc6cf02c75::689d6d0c-c498-8327-a3cf-44dc6cf02c75::S4,689d6d0c-c498-8327-a3cf-44dc6cf02c75,689d6d0c-c498-8327-a3cf-44dc6cf02c75::S4,8,374,False,False,False,False,True,False,False,95,5
688cd745-6104-8332-a139-653009b1b02c::688cd745-6104-8332-a139-653009b1b02c::S1,688cd745-6104-8332-a139-653009b1b02c,688cd745-6104-8332-a139-653009b1b02c::S1,4,377,False,False,False,False,True,False,False,95,5
68ee55f7-8f04-8327-a0dd-ee82fee3505f::68ee55f7-8f04-8327-a0dd-ee82fee3505f::S3,68ee55f7-8f04-8327-a0dd-ee82fee3505f,68ee55f7-8f04-8327-a0dd-ee82fee3505f::S3,4,380,False,False,False,False,True,False,False,95,5
68579dc8-157c-8013-af17-c000f60441e8::68579dc8-157c-8013-af17-c000f60441e8::S2,68579dc8-157c-8013-af17-c000f60441e8,68579dc8-157c-8013-af17-c000f60441e8::S2,2,385,False,False,False,False,True,False,False,95,5
68c6d8fc-d9a4-8323-96c4-5abae4cde789::68c6d8fc-d9a4-8323-96c4-5abae4cde789::S1,68c6d8fc-d9a4-8323-96c4-5abae4cde789,68c6d8fc-d9a4-8323-96c4-5abae4cde789::S1,2,386,False,False,False,False,True,False,False,95,5
6881cb57-6bac-8323-8124-345cf69c442a::6881cb57-6bac-8323-8124-345cf69c442a::S2,6881cb57-6bac-8323-8124-345cf69c442a,6881cb57-6bac-8323-8124-345cf69c442a::S2,4,397,False,False,False,False,True,False,False,95,5
68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::S1,68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9,68c6ccf4-ed48-8320-8b46-abc5b6f9e7a9::S1,16,398,False,False,False,False,True,False,False,95,5
689f8487-ca8c-8331-8127-67aa7e4e834b::689f8487-ca8c-8331-8127-67aa7e4e834b::S1,689f8487-ca8c-8331-8127-67aa7e4e834b,689f8487-ca8c-8331-8127-67aa7e4e834b::S1,4,400,False,False,False,False,True,False,False,95,5
68d2dcee-5ed8-832d-a040-1afbfffd53d7::68d2dcee-5ed8-832d-a040-1afbfffd53d7::S1,68d2dcee-5ed8-832d-a040-1afbfffd53d7,68d2dcee-5ed8-832d-a040-1afbfffd53d7::S1,2,409,False,False,False,False,True,False,False,95,5
68e5f5ff-ac90-8331-a605-c3c38725bf47::68e5f5ff-ac90-8331-a605-c3c38725bf47::S5,68e5f5ff-ac90-8331-a605-c3c38725bf47,68e5f5ff-ac90-8331-a605-c3c38725bf47::S5,2,412,False,False,False,False,True,False,False,95,5
68af638c-0f28-8330-81bf-c0974510ac93::68af638c-0f28-8330-81bf-c0974510ac93::S1,68af638c-0f28-8330-81bf-c0974510ac93,68af638c-0f28-8330-81bf-c0974510ac93::S1,6,419,False,False,False,False,True,False,False,95,5
686369a4-6d08-8013-b42f-3667f2b84c67::686369a4-6d08-8013-b42f-3667f2b84c67::S1,686369a4-6d08-8013-b42f-3667f2b84c67,686369a4-6d08-8013-b42f-3667f2b84c67::S1,8,433,False,False,False,False,True,False,False,95,5
688baa5b-6b90-832f-86a6-2417c0c1be9c::688baa5b-6b90-832f-86a6-2417c0c1be9c::S1,688baa5b-6b90-832f-86a6-2417c0c1be9c,688baa5b-6b90-832f-86a6-2417c0c1be9c::S1,2,435,False,False,False,False,True,False,False,95,5
688b537a-c050-8320-b8a6-3091978c81c2::688b537a-c050-8320-b8a6-3091978c81c2::S2,688b537a-c050-8320-b8a6-3091978c81c2,688b537a-c050-8320-b8a6-3091978c81c2::S2,4,437,False,False,False,False,True,False,False,95,5
68d444e7-fe60-832e-86bf-a0a7dc3b5761::68d444e7-fe60-832e-86bf-a0a7dc3b5761::S1,68d444e7-fe60-832e-86bf-a0a7dc3b5761,68d444e7-fe60-832e-86bf-a0a7dc3b5761::S1,2,438,False,False,False,False,True,False,False,95,5
685ac9b9-5a30-8013-88a2-58af2342a152::685ac9b9-5a30-8013-88a2-58af2342a152::S4,685ac9b9-5a30-8013-88a2-58af2342a152,685ac9b9-5a30-8013-88a2-58af2342a152::S4,2,440,False,False,False,False,True,False,False,95,5
68dd6ec0-0d4c-832c-94fd-4e49ce3469d6::68dd6ec0-0d4c-832c-94fd-4e49ce3469d6::S1,68dd6ec0-0d4c-832c-94fd-4e49ce3469d6,68dd6ec0-0d4c-832c-94fd-4e49ce3469d6::S1,3,442,False,False,False,False,True,False,False,95,5
68813f03-3608-8325-ad07-ded79f5f0409::68813f03-3608-8325-ad07-ded79f5f0409::S6,68813f03-3608-8325-ad07-ded79f5f0409,68813f03-3608-8325-ad07-ded79f5f0409::S6,2,445,False,False,False,False,True,False,False,95,5
6860f89c-624c-8013-85a0-8e97356f3ed3::6860f89c-624c-8013-85a0-8e97356f3ed3::S2,6860f89c-624c-8013-85a0-8e97356f3ed3,6860f89c-624c-8013-85a0-8e97356f3ed3::S2,3,450,False,False,False,False,True,False,False,95,5
68b400fa-ab58-8324-9639-ada95921b2ac::68b400fa-ab58-8324-9639-ada95921b2ac::S8,68b400fa-ab58-8324-9639-ada95921b2ac,68b400fa-ab58-8324-9639-ada95921b2ac::S8,6,450,False,False,False,False,True,False,False,95,5
68c70a73-4f20-8332-b5f8-8e6d699a6771::68c70a73-4f20-8332-b5f8-8e6d699a6771::S4,68c70a73-4f20-8332-b5f8-8e6d699a6771,68c70a73-4f20-8332-b5f8-8e6d699a6771::S4,2,452,False,False,False,False,True,False,False,95,5
689ce9a0-cc34-832a-b0ec-463424c95ac7::689ce9a0-cc34-832a-b0ec-463424c95ac7::S2,689ce9a0-cc34-832a-b0ec-463424c95ac7,689ce9a0-cc34-832a-b0ec-463424c95ac7::S2,3,468,False,False,False,False,True,False,False,95,5
68e14189-473c-8332-84eb-7b27edb7504e::68e14189-473c-8332-84eb-7b27edb7504e::S1,68e14189-473c-8332-84eb-7b27edb7504e,68e14189-473c-8332-84eb-7b27edb7504e::S1,4,475,False,False,False,False,True,False,False,95,5
690ad451-85fc-8333-a6c4-29fc826edec8::690ad451-85fc-8333-a6c4-29fc826edec8::S1,690ad451-85fc-8333-a6c4-29fc826edec8,690ad451-85fc-8333-a6c4-29fc826edec8::S1,3,479,False,False,False,False,True,False,False,95,5
686a0328-01ec-8013-84fc-4043dd8ee196::686a0328-01ec-8013-84fc-4043dd8ee196::S2,686a0328-01ec-8013-84fc-4043dd8ee196,686a0328-01ec-8013-84fc-4043dd8ee196::S2,6,481,False,False,False,False,True,False,False,95,5
687544c4-15a8-8013-9cd9-57acf7816315::687544c4-15a8-8013-9cd9-57acf7816315::S1,687544c4-15a8-8013-9cd9-57acf7816315,687544c4-15a8-8013-9cd9-57acf7816315::S1,2,483,False,False,False,False,True,False,False,95,5
68c70a73-4f20-8332-b5f8-8e6d699a6771::68c70a73-4f20-8332-b5f8-8e6d699a6771::S2,68c70a73-4f20-8332-b5f8-8e6d699a6771,68c70a73-4f20-8332-b5f8-8e6d699a6771::S2,4,493,False,False,False,False,True,False,False,95,5
68b3f984-9a38-832a-9020-cf2015255162::68b3f984-9a38-832a-9020-cf2015255162::S13,68b3f984-9a38-832a-9020-cf2015255162,68b3f984-9a38-832a-9020-cf2015255162::S13,2,503,False,False,False,False,True,False,False,95,5
68e51e47-9730-8327-8d0a-72e27fda8336::68e51e47-9730-8327-8d0a-72e27fda8336::S5,68e51e47-9730-8327-8d0a-72e27fda8336,68e51e47-9730-8327-8d0a-72e27fda8336::S5,2,504,False,False,False,False,True,False,False,95,5
68e51e47-9730-8327-8d0a-72e27fda8336::68e51e47-9730-8327-8d0a-72e27fda8336::S7,68e51e47-9730-8327-8d0a-72e27fda8336,68e51e47-9730-8327-8d0a-72e27fda8336::S7,2,507,False,False,False,False,True,False,False,95,5
68e51e47-9730-8327-8d0a-72e27fda8336::68e51e47-9730-8327-8d0a-72e27fda8336::S6,68e51e47-9730-8327-8d0a-72e27fda8336,68e51e47-9730-8327-8d0a-72e27fda8336::S6,2,508,False,False,False,False,True,False,False,95,5
690ad4e2-7f54-8325-8202-a2bbaaa20068::690ad4e2-7f54-8325-8202-a2bbaaa20068::S1,690ad4e2-7f54-8325-8202-a2bbaaa20068,690ad4e2-7f54-8325-8202-a2bbaaa20068::S1,3,508,False,False,False,False,True,False,False,95,5
68ae81bb-b8ec-8322-83f6-bbf7a12c4c73::68ae81bb-b8ec-8322-83f6-bbf7a12c4c73::S10,68ae81bb-b8ec-8322-83f6-bbf7a12c4c73,68ae81bb-b8ec-8322-83f6-bbf7a12c4c73::S10,2,514,False,False,False,False,True,False,False,95,5
68579923-7c34-8013-bfc4-09aad8e99cd3::68579923-7c34-8013-bfc4-09aad8e99cd3::S13,68579923-7c34-8013-bfc4-09aad8e99cd3,68579923-7c34-8013-bfc4-09aad8e99cd3::S13,2,531,False,False,False,False,True,False,False,95,5
688452c4-76dc-832a-a1bd-2b42b8fa1d36::688452c4-76dc-832a-a1bd-2b42b8fa1d36::S3,688452c4-76dc-832a-a1bd-2b42b8fa1d36,688452c4-76dc-832a-a1bd-2b42b8fa1d36::S3,4,536,False,False,False,False,True,False,False,95,5
